upload_date,inquiry
2017-03-31,6129
2017-03-31,4397
2017-03-31,4460
2017-03-31,5248
2017-03-31,5008
2017-03-31,4433
2017-03-31,3647
2017-03-30,3012
2017-03-30,5592
2017-03-30,2985
2017-03-30,5200
2017-03-30,5251
2017-03-30,3030
2017-03-30,3637
2017-03-29,4440
2017-03-29,5446
2017-03-29,6132
2017-03-29,12108
2017-03-29,4898
2017-03-29,3647
2017-03-29,3800
2017-03-29,4471
2017-03-29,4324
2017-03-29,4175
2017-03-29,6952
2017-03-29,4471
2017-03-29,4367
2017-03-29,7116
2017-03-29,6689
2017-03-28,5350
2017-03-28,5911
2017-03-28,5232
2017-03-28,5354
2017-03-28,3718
2017-03-28,5326
2017-03-28,5208
2017-03-28,7616
2017-03-28,2950
2017-03-28,3677
2017-03-28,6168
2017-03-28,4368
2017-03-28,5115
2017-03-27,3727
2017-03-27,5289
2017-03-27,3667
2017-03-27,3635
2017-03-27,2898
2017-03-27,4229
2017-03-27,3006
2017-03-27,3619
2017-03-27,2981
2017-03-27,3739
2017-03-27,3037
2017-03-27,4250
2017-03-27,4328
2017-03-25,5748
2017-03-24,6791
2017-03-24,3088
2017-03-24,3013
2017-03-24,5830
2017-03-24,3069
2017-03-24,12374
2017-03-24,7322
2017-03-24,4436
2017-03-24,4224
2017-03-24,3682
2017-03-24,3717
2017-03-24,2983
2017-03-24,6538
2017-03-24,5205
2017-03-24,4422
2017-03-24,13069
2017-03-24,19447
2017-03-24,2913
2017-03-23,2961
2017-03-23,4375
2017-03-23,2907
2017-03-23,4174
2017-03-23,2893
2017-03-23,2231
2017-03-23,2295
2017-03-23,5633
2017-03-23,4982
2017-03-23,4902
2017-03-23,3038
2017-03-22,4430
2017-03-22,4435
2017-03-22,4304
2017-03-22,3703
2017-03-22,3677
2017-03-22,5857
2017-03-21,4271
2017-03-21,5104
2017-03-21,4372
2017-03-21,2937
2017-03-21,3565
2017-03-21,4437
2017-03-21,6448
2017-03-21,4298
2017-03-21,5624
2017-03-21,5962
2017-03-21,5350
2017-03-21,4237
2017-03-20,4412
2017-03-20,8447
2017-03-20,4271
2017-03-20,3720
2017-03-20,5771
2017-03-20,5895
2017-03-20,6437
2017-03-17,5863
2017-03-17,6670
2017-03-17,5250
2017-03-17,6107
2017-03-17,4380
2017-03-17,5775
2017-03-17,3037
2017-03-17,4864
2017-03-17,3000
2017-03-17,5103
2017-03-17,3607
2017-03-17,3635
2017-03-17,5296
2017-03-17,4980
2017-03-17,7282
2017-03-17,6058
2017-03-17,5055
2017-03-17,5751
2017-03-17,3006
2017-03-17,3052
2017-03-16,4437
2017-03-16,2175
2017-03-16,3660
2017-03-16,2845
2017-03-16,2970
2017-03-16,3747
2017-03-16,4311
2017-03-16,3647
2017-03-16,7287
2017-03-15,3671
2017-03-15,2238
2017-03-15,5352
2017-03-15,3660
2017-03-14,7556
2017-03-14,5350
2017-03-14,3868
2017-03-14,2879
2017-03-14,2958
2017-03-14,4449
2017-03-14,2229
2017-03-14,4870
2017-03-13,5020
2017-03-13,3121
2017-03-13,6981
2017-03-13,3786
2017-03-13,2880
2017-03-13,2895
2017-03-13,4452
2017-03-13,3083
2017-03-13,3597
2017-03-13,3031
2017-03-13,3784
2017-03-13,4276
2017-03-13,3728
2017-03-13,3789
2017-03-13,2984
2017-03-13,5716
2017-03-13,3649
2017-03-13,4442
2017-03-10,6835
2017-03-10,4331
2017-03-10,3723
2017-03-10,4542
2017-03-10,5339
2017-03-10,4304
2017-03-10,5174
2017-03-10,3709
2017-03-10,8025
2017-03-10,4358
2017-03-10,3744
2017-03-10,5388
2017-03-10,1713
2017-03-10,3032
2017-03-10,3782
2017-03-10,5239
2017-03-10,2958
2017-03-09,5245
2017-03-09,5129
2017-03-09,2258
2017-03-09,4301
2017-03-09,3666
2017-03-09,5943
2017-03-08,5841
2017-03-08,4303
2017-03-08,3741
2017-03-08,3703
2017-03-08,2964
2017-03-08,3637
2017-03-07,2998
2017-03-07,3653
2017-03-07,2953
2017-03-07,3093
2017-03-07,2965
2017-03-07,9631
2017-03-07,3022
2017-03-07,8014
2017-03-07,13756
2017-03-07,1660
2017-03-07,5963
2017-03-07,2970
2017-03-07,5611
2017-03-06,3009
2017-03-06,7121
2017-03-06,7225
2017-03-06,9449
2017-03-06,5323
2017-03-06,4236
2017-03-06,5607
2017-03-06,4895
2017-03-06,4229
2017-03-06,3665
2017-03-06,2965
2017-03-04,5226
2017-03-04,2984
2017-03-04,2906
2017-03-04,2886
2017-03-04,5608
2017-03-04,2861
2017-03-04,2985
2017-03-03,5896
2017-03-03,2962
2017-03-03,5315
2017-03-03,10701
2017-03-03,3086
2017-03-02,2941
2017-03-02,3656
2017-03-02,3062
2017-03-02,5266
2017-03-02,2191
2017-03-02,7237
2017-03-02,5218
2017-03-02,12838
2017-03-02,7882
2017-03-02,2157
2017-03-02,9125
2017-03-02,5896
2017-03-02,7828
2017-03-02,4973
2017-03-02,5617
2017-03-02,17465
2017-03-02,6338
2017-03-02,3672
2017-03-02,4451
2017-02-28,5579
2017-02-28,3722
2017-02-28,3000
2017-02-28,3008
2017-02-28,3627
2017-02-28,3012
2017-02-28,3727
2017-02-28,2929
2017-02-28,3037
2017-02-28,2899
2017-02-27,2179
2017-02-27,7069
2017-02-27,4530
2017-02-27,5340
2017-02-27,5022
2017-02-24,4951
2017-02-24,8889
2017-02-24,6004
2017-02-24,8417
2017-02-24,5368
2017-02-24,5052
2017-02-24,4321
2017-02-24,6437
2017-02-24,12555
2017-02-24,5270
2017-02-24,4276
2017-02-24,5318
2017-02-24,4541
2017-02-24,5653
2017-02-24,4263
2017-02-24,5869
2017-02-24,4943
2017-02-24,5076
2017-02-24,5245
2017-02-24,2963
2017-02-24,5113
2017-02-24,9468
2017-02-24,6819
2017-02-24,5116
2017-02-24,2185
2017-02-24,5889
2017-02-24,5711
2017-02-24,3749
2017-02-23,6530
2017-02-23,2977
2017-02-23,3746
2017-02-23,2285
2017-02-23,5191
2017-02-23,7394
2017-02-23,2977
2017-02-23,1711
2017-02-23,4370
2017-02-23,4349
2017-02-23,5690
2017-02-22,6958
2017-02-22,2994
2017-02-22,4474
2017-02-22,3623
2017-02-22,5015
2017-02-22,2229
2017-02-22,2898
2017-02-22,10393
2017-02-21,10246
2017-02-21,4969
2017-02-21,12955
2017-02-21,2928
2017-02-21,9379
2017-02-21,4240
2017-02-21,4335
2017-02-21,6895
2017-02-20,2972
2017-02-20,5253
2017-02-20,5046
2017-02-20,2868
2017-02-20,4402
2017-02-20,2180
2017-02-20,5304
2017-02-20,2170
2017-02-20,2226
2017-02-17,4194
2017-02-17,4444
2017-02-17,5322
2017-02-17,7078
2017-02-17,2943
2017-02-17,5348
2017-02-17,5195
2017-02-17,3636
2017-02-17,3044
2017-02-17,6041
2017-02-17,11445
2017-02-17,4211
2017-02-17,2861
2017-02-17,2876
2017-02-17,4288
2017-02-17,3604
2017-02-17,2996
2017-02-17,2881
2017-02-17,3579
2017-02-17,2879
2017-02-17,5626
2017-02-16,5041
2017-02-16,5363
2017-02-16,4293
2017-02-16,5097
2017-02-16,2965
2017-02-16,1660
2017-02-16,2266
2017-02-16,3615
2017-02-16,2942
2017-02-16,5341
2017-02-16,2225
2017-02-16,10336
2017-02-16,4494
2017-02-16,11219
2017-02-16,3628
2017-02-15,3636
2017-02-15,14331
2017-02-15,4432
2017-02-15,6266
2017-02-15,4298
2017-02-15,1743
2017-02-15,4311
2017-02-15,7511
2017-02-15,2957
2017-02-15,10236
2017-02-15,4420
2017-02-15,2217
2017-02-15,2182
2017-02-15,4451
2017-02-15,2214
2017-02-15,4486
2017-02-15,2939
2017-02-15,3739
2017-02-15,5184
2017-02-15,2220
2017-02-14,4041
2017-02-14,9610
2017-02-14,11117
2017-02-14,1717
2017-02-14,3017
2017-02-14,2881
2017-02-14,5258
2017-02-14,13434
2017-02-14,10477
2017-02-13,2251
2017-02-13,4297
2017-02-13,4207
2017-02-13,4275
2017-02-13,2993
2017-02-13,5341
2017-02-13,9530
2017-02-10,11958
2017-02-10,5388
2017-02-10,5343
2017-02-10,7144
2017-02-10,4462
2017-02-10,4190
2017-02-10,6694
2017-02-10,3700
2017-02-10,1703
2017-02-10,4894
2017-02-10,3064
2017-02-10,5140
2017-02-10,5105
2017-02-09,11340
2017-02-09,3750
2017-02-09,4404
2017-02-09,3725
2017-02-09,6783
2017-02-09,4367
2017-02-09,4293
2017-02-09,4385
2017-02-09,2916
2017-02-09,2190
2017-02-09,10226
2017-02-09,6891
2017-02-08,3673
2017-02-08,2975
2017-02-08,5872
2017-02-08,5155
2017-02-08,3036
2017-02-08,4386
2017-02-08,3714
2017-02-08,4198
2017-02-08,2219
2017-02-08,2849
2017-02-08,11318
2017-02-08,3733
2017-02-08,4437
2017-02-08,2868
2017-02-08,1717
2017-02-08,2892
2017-02-08,4338
2017-02-07,6544
2017-02-07,4161
2017-02-07,3068
2017-02-07,3601
2017-02-07,4338
2017-02-07,7310
2017-02-07,4299
2017-02-07,5230
2017-02-07,5177
2017-02-07,5366
2017-02-06,5044
2017-02-06,3606
2017-02-06,3641
2017-02-06,5183
2017-02-06,3638
2017-02-06,2855
2017-02-06,3609
2017-02-06,2201
2017-02-06,4992
2017-02-06,11259
2017-02-06,3629
2017-02-06,12863
2017-02-03,3612
2017-02-03,8392
2017-02-03,6635
2017-02-03,13286
2017-02-03,5708
2017-02-03,5938
2017-02-03,5738
2017-02-03,5125
2017-02-03,5346
2017-02-03,5128
2017-02-03,11085
2017-02-03,6358
2017-02-03,4287
2017-02-03,5443
2017-02-03,6032
2017-02-03,2864
2017-02-03,3736
2017-02-03,3619
2017-02-03,2927
2017-02-03,2933
2017-02-03,2991
2017-02-02,11709
2017-02-02,3037
2017-02-02,2958
2017-02-02,10813
2017-02-02,4548
2017-02-02,4436
2017-02-02,11501
2017-02-02,5442
2017-02-02,4885
2017-02-02,5264
2017-02-02,2899
2017-02-02,2176
2017-02-02,2183
2017-02-02,9714
2017-02-02,5143
2017-02-02,8067
2017-02-02,4912
2017-02-02,6125
2017-02-02,16272
2017-02-02,3714
2017-02-02,3549
2017-02-02,3615
2017-02-02,4411
2017-02-02,2881
2017-02-02,2856
2017-02-02,2887
2017-02-02,2187
2017-02-02,2884
2017-02-02,2888
2017-02-02,1688
2017-02-02,6827
2017-02-02,6409
2017-02-02,4465
2017-02-02,3801
2017-02-02,2896
2017-02-02,11189
2017-02-02,6483
2017-02-02,2197
2017-02-02,2168
2017-02-02,2942
2017-02-02,2177
2017-02-02,2911
2017-02-02,3617
2017-02-02,11433
2017-02-01,9537
2017-02-01,4385
2017-02-01,5690
2017-02-01,2884
2017-02-01,7287
2017-02-01,6406
2017-02-01,2176
2017-02-01,9917
2017-02-01,3567
2017-02-01,3780
2017-02-01,4469
2017-01-31,6137
2017-01-31,4253
2017-01-31,3746
2017-01-31,2968
2017-01-31,3736
2017-01-31,3774
2017-01-31,3640
2017-01-31,3685
2017-01-31,4347
2017-01-31,4421
2017-01-31,5346
2017-01-31,2993
2017-01-31,4397
2017-01-31,2901
2017-01-31,2957
2017-01-31,4247
2017-01-31,2226
2017-01-31,2209
2017-01-31,2199
2017-01-31,2931
2017-01-31,2972
2017-01-31,4981
2017-01-31,10324
2017-01-31,9667
2017-01-31,5109
2017-01-31,4355
2017-01-31,2229
2017-01-26,4368
2017-01-26,7655
2017-01-26,3722
2017-01-26,3658
2017-01-26,3022
2017-01-26,2973
2017-01-26,5107
2017-01-26,2998
2017-01-26,3713
2017-01-26,6284
2017-01-26,2864
2017-01-26,3558
2017-01-26,4165
2017-01-26,3676
2017-01-26,4972
2017-01-26,3742
2017-01-26,5010
2017-01-26,3693
2017-01-26,4260
2017-01-26,10126
2017-01-26,4412
2017-01-26,2925
2017-01-26,2205
2017-01-26,2249
2017-01-26,2869
2017-01-26,4445
2017-01-26,3625
2017-01-26,3720
2017-01-26,3569
2017-01-26,11841
2017-01-26,8396
2017-01-26,6600
2017-01-26,5980
2017-01-26,4892
2017-01-25,2973
2017-01-25,3887
2017-01-25,2857
2017-01-25,2197
2017-01-25,3016
2017-01-25,11273
2017-01-25,4426
2017-01-25,4286
2017-01-25,2968
2017-01-25,2977
2017-01-25,5134
2017-01-25,1740
2017-01-25,4341
2017-01-25,4988
2017-01-25,1709
2017-01-25,1749
2017-01-25,1716
2017-01-25,1717
2017-01-25,2982
2017-01-25,3732
2017-01-25,3026
2017-01-25,2937
2017-01-25,2952
2017-01-25,2896
2017-01-25,3642
2017-01-25,2171
2017-01-25,2220
2017-01-25,4296
2017-01-25,10649
2017-01-25,4391
2017-01-25,5026
2017-01-25,4350
2017-01-24,9322
2017-01-24,4401
2017-01-24,4512
2017-01-24,4262
2017-01-24,4369
2017-01-24,2968
2017-01-24,2995
2017-01-24,4187
2017-01-24,3592
2017-01-24,4520
2017-01-24,4358
2017-01-24,4337
2017-01-24,3715
2017-01-24,2914
2017-01-24,3021
2017-01-24,2209
2017-01-24,4361
2017-01-24,3726
2017-01-24,5167
2017-01-24,2867
2017-01-24,2204
2017-01-24,4468
2017-01-24,2961
2017-01-24,2985
2017-01-24,1644
2017-01-24,9375
2017-01-24,2976
2017-01-24,3620
2017-01-24,3062
2017-01-24,2173
2017-01-24,9951
2017-01-24,2227
2017-01-23,3695
2017-01-23,11090
2017-01-23,1711
2017-01-23,6894
2017-01-23,4528
2017-01-23,9509
2017-01-20,3064
2017-01-20,3735
2017-01-20,5843
2017-01-20,14872
2017-01-20,5309
2017-01-20,4334
2017-01-20,9894
2017-01-20,5841
2017-01-20,6396
2017-01-20,6085
2017-01-20,5868
2017-01-19,3722
2017-01-19,3773
2017-01-19,4362
2017-01-19,3716
2017-01-19,9794
2017-01-19,2251
2017-01-19,2926
2017-01-19,3744
2017-01-19,4214
2017-01-19,5355
2017-01-18,7313
2017-01-18,7958
2017-01-18,16537
2017-01-18,6646
2017-01-18,6036
2017-01-18,5300
2017-01-18,5263
2017-01-18,6062
2017-01-18,5653
2017-01-18,4511
2017-01-18,5275
2017-01-18,2247
2017-01-18,3559
2017-01-17,3660
2017-01-17,5004
2017-01-17,10804
2017-01-17,3719
2017-01-17,2925
2017-01-17,7704
2017-01-17,7982
2017-01-17,7762
2017-01-16,5097
2017-01-16,5371
2017-01-16,3613
2017-01-16,4224
2017-01-16,4488
2017-01-16,9245
2017-01-16,10865
2017-01-16,1732
2017-01-16,1735
2017-01-16,2975
2017-01-16,12552
2017-01-13,19016
2017-01-13,10057
2017-01-13,2890
2017-01-13,6072
2017-01-13,5290
2017-01-13,5102
2017-01-12,11852
2017-01-12,3667
2017-01-12,5263
2017-01-12,6137
2017-01-12,3652
2017-01-12,3719
2017-01-12,5146
2017-01-12,3594
2017-01-12,3043
2017-01-12,4437
2017-01-12,4972
2017-01-12,5395
2017-01-12,5363
2017-01-12,3629
2017-01-12,2928
2017-01-12,5944
2017-01-12,4357
2017-01-12,3002
2017-01-12,2169
2017-01-12,4506
2017-01-11,3579
2017-01-11,4182
2017-01-11,4385
2017-01-11,2920
2017-01-11,2169
2017-01-11,1678
2017-01-11,2216
2017-01-11,2894
2017-01-11,1734
2017-01-11,5087
2017-01-11,14039
2017-01-11,3562
2017-01-10,4226
2017-01-10,8781
2017-01-10,12235
2017-01-10,11030
2017-01-10,2230
2017-01-10,2926
2017-01-10,1668
2017-01-10,6669
2017-01-10,13808
2017-01-10,5345
2017-01-10,4448
2017-01-10,5315
2017-01-10,5670
2017-01-10,4293
2017-01-10,8902
2017-01-10,7202
2017-01-10,5651
2017-01-10,9836
2017-01-10,3658
2017-01-10,7018
2017-01-09,2983
2017-01-09,7052
2017-01-09,9060
2017-01-09,3620
2017-01-09,5867
2017-01-09,6095
2017-01-09,12049
2017-01-06,6431
2017-01-06,5993
2017-01-06,4857
2017-01-06,5203
2017-01-06,7516
2017-01-06,6339
2017-01-06,4262
2017-01-06,12526
2017-01-05,6373
2017-01-05,6481
2017-01-05,5191
2017-01-05,6082
2017-01-05,4963
2017-01-05,4903
2017-01-05,4742
2017-01-05,4291
2017-01-05,4856
2017-01-05,5469
2017-01-05,4195
2017-01-05,4266
2017-01-05,3501
2017-01-05,6396
2017-01-05,7054
2017-01-05,4637
2017-01-05,4377
2017-01-05,7395
2017-01-05,6588
2017-01-05,2949
2017-01-05,7164
2017-01-05,4251
2017-01-05,5138
2017-01-05,5809
2017-01-05,5191
2017-01-05,2929
2017-01-05,2966
2017-01-05,3678
2017-01-05,3126
2017-01-04,6470
2017-01-04,5334
2017-01-04,7958
2017-01-04,4965
2017-01-04,6081
2017-01-04,4948
2017-01-04,5171
2017-01-04,3673
2017-01-04,5313
2017-01-04,2991
2017-01-04,3686
2017-01-04,6566
2017-01-04,3808
2017-01-04,2925
2017-01-04,3672
2017-01-04,2927
2017-01-04,2855
2017-01-04,4311
2017-01-04,3107
2017-01-04,2968
2017-01-04,3574
2017-01-04,2238
2017-01-04,6520
2017-01-04,5229
2017-01-04,5114
2017-01-04,4914
2017-01-04,6451
2017-01-04,4361
2017-01-04,4963
2017-01-03,5895
2017-01-03,5722
2017-01-03,5297
2017-01-03,11770
2017-01-03,4229
2017-01-03,4244
2017-01-03,7797
2017-01-03,5844
2017-01-03,3558
2017-01-03,5720
2017-01-03,6483
2017-01-03,2984
2017-01-03,3757
2017-01-03,4232
2017-01-03,3674
2017-01-03,3003
2017-01-03,2865
2017-01-03,4902
2017-01-03,2183
2017-01-03,6778
2017-01-03,5016
2017-01-03,7206
2017-01-03,6012
2017-01-03,4398
2017-01-03,5487
2017-01-03,3011
2017-01-03,3563
2017-01-03,10400
2017-01-03,4310
2017-01-03,4322
2017-01-03,5172
2017-01-03,5021
2017-01-03,5343
2017-01-02,7118
2017-01-02,7770
2017-01-02,9646
2017-01-02,5357
2017-01-02,5016
2017-01-02,5251
2017-01-02,7790
2017-01-02,5001
2017-01-02,8962
2017-01-02,6623
2017-01-02,8626
2017-01-02,12648
2017-01-02,5874
2017-01-02,5094
2017-01-02,3882
2017-01-02,12837
2017-01-02,3802
2017-01-02,8869
2017-01-02,5349
2017-01-02,6578
2017-01-02,3719
2017-01-02,1735
2017-01-02,3030
2017-01-02,7991
2017-01-02,9188
2017-01-02,3014
2017-01-02,6010
2017-01-02,4560
2017-01-02,2956
2017-01-02,4187
2017-01-02,5089
2017-01-02,5039
2017-01-02,9769
2017-01-02,8309
2017-01-02,9867
2016-12-30,2155
2016-12-30,4485
2016-12-30,4176
2016-12-30,4297
2016-12-30,3229
2016-12-30,3692
2016-12-30,4567
2016-12-29,2884
2016-12-29,3945
2016-12-29,3058
2016-12-29,3130
2016-12-29,5210
2016-12-29,5489
2016-12-29,5367
2016-12-29,823
2016-12-29,3112
2016-12-29,3611
2016-12-29,5326
2016-12-29,3158
2016-12-29,5939
2016-12-28,5071
2016-12-28,4331
2016-12-28,3602
2016-12-28,4332
2016-12-28,3535
2016-12-28,3771
2016-12-28,4068
2016-12-28,3418
2016-12-28,3270
2016-12-28,4584
2016-12-28,3513
2016-12-28,4224
2016-12-28,3517
2016-12-28,3442
2016-12-28,3262
2016-12-28,3899
2016-12-28,5317
2016-12-28,4767
2016-12-28,5257
2016-12-28,3641
2016-12-28,4141
2016-12-28,4593
2016-12-28,3799
2016-12-28,3996
2016-12-28,6008
2016-12-28,4950
2016-12-28,3347
2016-12-28,4258
2016-12-28,4315
2016-12-28,3524
2016-12-28,3393
2016-12-28,3861
2016-12-28,4025
2016-12-28,3268
2016-12-28,3517
2016-12-28,3598
2016-12-28,3380
2016-12-28,3845
2016-12-28,3746
2016-12-28,2776
2016-12-28,373
2016-12-28,3060
2016-12-27,7050
2016-12-27,4832
2016-12-27,6204
2016-12-27,3999
2016-12-27,365
2016-12-27,231
2016-12-26,3811
2016-12-26,720
2016-12-26,988
2016-12-26,3223
2016-12-26,3241
2016-12-26,3163
2016-12-23,3840
2016-12-23,3738
2016-12-23,4669
2016-12-23,3665
2016-12-23,3333
2016-12-23,3211
2016-12-23,3151
2016-12-23,2982
2016-12-23,3239
2016-12-23,3369
2016-12-23,3042
2016-12-23,3027
2016-12-23,3567
2016-12-23,3551
2016-12-23,4364
2016-12-23,603
2016-12-22,8384
2016-12-22,11032
2016-12-22,7368
2016-12-22,5539
2016-12-22,4285
2016-12-22,7662
2016-12-22,6076
2016-12-22,9745
2016-12-22,11576
2016-12-22,5445
2016-12-22,4580
2016-12-22,629
2016-12-22,3581
2016-12-22,466
2016-12-22,22957
2016-12-21,4213
2016-12-21,4283
2016-12-21,3031
2016-12-21,3178
2016-12-21,4302
2016-12-21,4230
2016-12-21,4979
2016-12-21,4367
2016-12-21,3696
2016-12-21,3021
2016-12-21,3891
2016-12-21,3071
2016-12-21,2994
2016-12-21,3148
2016-12-21,2980
2016-12-21,2993
2016-12-21,2837
2016-12-21,2938
2016-12-21,4799
2016-12-21,3781
2016-12-21,7177
2016-12-21,2794
2016-12-21,3876
2016-12-21,3157
2016-12-21,2855
2016-12-21,3466
2016-12-21,5280
2016-12-21,3782
2016-12-21,4100
2016-12-21,3273
2016-12-21,15842
2016-12-21,5608
2016-12-21,3163
2016-12-21,2917
2016-12-21,3717
2016-12-21,2862
2016-12-21,3266
2016-12-21,3241
2016-12-21,406
2016-12-21,459
2016-12-21,582
2016-12-21,3662
2016-12-21,1519
2016-12-21,1159
2016-12-20,3225
2016-12-20,1095
2016-12-20,16960
2016-12-20,1425
2016-12-19,774
2016-12-19,3219
2016-12-19,10426
2016-12-19,4934
2016-12-19,8298
2016-12-19,3492
2016-12-19,3319
2016-12-19,549
2016-12-19,10503
2016-12-19,5991
2016-12-16,4967
2016-12-16,12294
2016-12-16,1286
2016-12-16,1013
2016-12-16,571
2016-12-16,750
2016-12-15,1230
2016-12-15,1046
2016-12-14,2133
2016-12-14,7639
2016-12-14,591
2016-12-14,727
2016-12-13,10432
2016-12-13,3869
2016-12-13,14868
2016-12-13,12729
2016-12-13,1019
2016-12-12,7864
2016-12-12,991
2016-12-12,6947
2016-12-12,5790
2016-12-12,799
2016-12-12,7155
2016-12-12,5549
2016-12-12,5237
2016-12-12,6528
2016-12-12,5585
2016-12-12,814
2016-12-12,868
2016-12-12,28906
2016-12-12,5336
2016-12-12,583
2016-12-12,3785
2016-12-12,4336
2016-12-09,3959
2016-12-09,3773
2016-12-09,8450
2016-12-09,3895
2016-12-09,11075
2016-12-09,12427
2016-12-09,852
2016-12-09,984
2016-12-08,930
2016-12-08,1043
2016-12-08,1808
2016-12-08,761
2016-12-08,2172
2016-12-08,901
2016-12-08,1065
2016-12-08,1021
2016-12-07,892
2016-12-07,1595
2016-12-07,813
2016-12-07,1590
2016-12-07,996
2016-12-07,896
2016-12-07,691
2016-12-07,1869
2016-12-07,859
2016-12-06,1491
2016-12-06,863
2016-12-06,752
2016-12-06,763
2016-12-06,748
2016-12-06,1057
2016-12-05,952
2016-12-05,977
2016-12-05,774
2016-12-05,660
2016-12-05,1035
2016-12-02,1569
2016-12-02,834
2016-12-02,8767
2016-12-02,1086
2016-12-01,834
2016-12-01,1051
2016-11-30,8874
2016-11-30,1315
2016-11-30,3536
2016-11-30,1074
2016-11-30,875
2016-11-30,962
2016-11-30,1643
2016-11-30,11753
2016-11-30,789
2016-11-29,4452
2016-11-29,912
2016-11-29,1012
2016-11-28,1608
2016-11-28,1100
2016-11-28,1026
2016-11-28,1003
2016-11-28,1518
2016-11-28,874
2016-11-28,1444
2016-11-25,1019
2016-11-25,1108
2016-11-25,3088
2016-11-25,1583
2016-11-25,989
2016-11-25,945
2016-11-25,949
2016-11-24,2809
2016-11-24,1008
2016-11-24,963
2016-11-23,1291
2016-11-23,8726
2016-11-23,1113
2016-11-23,941
2016-11-23,1886
2016-11-23,1891
2016-11-23,2210
2016-11-23,1774
2016-11-22,2799
2016-11-22,1681
2016-11-22,919
2016-11-22,1533
2016-11-21,1931
2016-11-21,1655
2016-11-21,1217
2016-11-21,1155
2016-11-21,1482
2016-11-21,1967
2016-11-21,1189
2016-11-21,1043
2016-11-18,2030
2016-11-18,2324
2016-11-18,2193
2016-11-18,3085
2016-11-18,1127
2016-11-18,1069
2016-11-17,2307
2016-11-17,1134
2016-11-17,1480
2016-11-17,1308
2016-11-17,1222
2016-11-16,1623
2016-11-16,1521
2016-11-16,1123
2016-11-16,1328
2016-11-16,1296
2016-11-16,2139
2016-11-16,1143
2016-11-16,973
2016-11-15,1862
2016-11-15,1149
2016-11-15,1496
2016-11-15,1014
2016-11-15,3030
2016-11-15,5440
2016-11-15,1520
2016-11-14,1313
2016-11-14,1081
2016-11-14,1361
2016-11-14,1828
2016-11-14,1795
2016-11-14,960
2016-11-14,2197
2016-11-14,941
2016-11-11,1899
2016-11-11,6866
2016-11-11,1339
2016-11-11,2163
2016-11-11,1582
2016-11-10,2868
2016-11-10,1964
2016-11-10,1081
2016-11-10,1307
2016-11-10,2064
2016-11-09,1905
2016-11-09,1964
2016-11-09,2414
2016-11-09,1366
2016-11-09,2339
2016-11-09,1532
2016-11-09,1234
2016-11-09,1629
2016-11-08,1421
2016-11-08,2291
2016-11-08,1919
2016-11-08,1455
2016-11-08,1933
2016-11-08,1445
2016-11-08,1560
2016-11-08,1384
2016-11-08,3609
2016-11-07,2708
2016-11-07,3519
2016-11-07,2572
2016-11-07,1765
2016-11-07,2004
2016-11-07,2568
2016-11-07,10721
2016-11-07,2210
2016-11-07,1237
2016-11-07,1059
2016-11-07,1019
2016-11-07,1379
2016-11-04,1986
2016-11-04,1655
2016-11-04,1700
2016-11-04,1877
2016-11-04,1732
2016-11-04,1662
2016-11-04,1481
2016-11-04,1450
2016-11-04,2195
2016-11-04,2184
2016-11-03,2458
2016-11-03,3300
2016-11-03,3202
2016-11-03,1217
2016-11-03,1269
2016-11-03,1661
2016-11-03,1768
2016-11-03,1201
2016-11-02,1603
2016-11-02,1408
2016-11-02,1921
2016-11-02,1195
2016-11-02,1721
2016-11-02,2931
2016-11-02,1101
2016-11-01,1589
2016-11-01,2012
2016-11-01,2003
2016-11-01,1321
2016-11-01,1866
2016-11-01,1169
2016-11-01,1105
2016-11-01,1113
2016-11-01,1087
2016-11-01,1681
2016-11-01,2651
2016-11-01,1481
2016-11-01,1306
2016-11-01,1079
2016-11-01,1053
2016-10-31,1753
2016-10-31,1911
2016-10-31,1913
2016-10-31,4507
2016-10-31,1984
2016-10-31,4315
2016-10-31,1904
2016-10-28,3895
2016-10-28,3082
2016-10-28,2769
2016-10-28,2543
2016-10-28,1830
2016-10-28,2498
2016-10-28,1957
2016-10-28,2725
2016-10-28,1488
2016-10-28,2050
2016-10-28,1267
2016-10-28,2456
2016-10-28,1998
2016-10-28,1308
2016-10-28,1823
2016-10-28,1306
2016-10-28,1154
2016-10-28,1321
2016-10-28,2431
2016-10-28,1608
2016-10-28,1893
2016-10-28,1033
2016-10-28,1766
2016-10-28,3969
2016-10-28,982
2016-10-28,841
2016-10-28,1035
2016-10-28,1945
2016-10-28,1674
2016-10-28,1169
2016-10-28,1663
2016-10-28,1157
2016-10-28,1329
2016-10-27,1238
2016-10-27,1043
2016-10-27,1438
2016-10-27,1066
2016-10-27,1060
2016-10-27,960
2016-10-27,2772
2016-10-27,1057
2016-10-26,3041
2016-10-26,1763
2016-10-26,1791
2016-10-26,3794
2016-10-26,1555
2016-10-26,1270
2016-10-26,1928
2016-10-26,1374
2016-10-26,1994
2016-10-26,1114
2016-10-26,1230
2016-10-25,1307
2016-10-25,1176
2016-10-25,1263
2016-10-25,2114
2016-10-25,1656
2016-10-25,2457
2016-10-25,1835
2016-10-25,1404
2016-10-25,1099
2016-10-25,1260
2016-10-25,1048
2016-10-24,2917
2016-10-24,7979
2016-10-24,1283
2016-10-24,1303
2016-10-24,1269
2016-10-24,1127
2016-10-21,1858
